6.9305,3.2603,6.0065,2.2284
5.4925,2.8158,5.0442,2.038
7.4531,2.8357,6.221,2.0743
6.2826,2.6826,5.3186,1.8598
6.8397,3.3371,5.7841,2.1517
7.3154,3.2332,5.8178,1.9385
6.1698,2.7785,5.2075,1.872
6.1256,2.9873,5.1195,1.913
6.4754,2.8328,5.7522,2.1162
7.263,3.0021,5.599,1.709
7.3096,2.8132,6.0315,1.984
7.6065,3.8079,5.9427,1.9981
6.4336,2.8566,5.8008,2.16
6.4643,2.7403,5.0303,1.6075
6.3646,2.5375,5.0514,1.5587
7.4432,3.0749,6.3091,2.2131
6.2553,3.4443,5.7156,2.2725
6.6201,3.0965,5.4351,1.9571
5.9884,2.9866,5.027,1.9099
6.9433,3.1421,5.8636,2.1186
6.6764,3.1825,5.9735,2.2559
6.8012,3.172,5.9131,2.1956
5.7509,2.6996,5.1629,1.9683
6.884,3.2567,6.007,2.2394
6.6374,3.3714,5.9766,2.2938
6.624,3.072,5.8719,2.198
6.2227,2.5327,5.4523,1.9023
6.5506,3.019,5.6006,2.0577
6.16,3.4394,5.5711,2.2365
5.9594,2.9809,5.0724,1.9439
